features__attributes__OBJECTID,features__attributes__Title,features__attributes__Type,features__attributes__IMDbLink,features__attributes__Address,features__attributes__Site,features__attributes__ShootDate,features__attributes__OriginalDetails,features__geometry__x,features__geometry__y,,,,,,,,,,,,,,,,,exceededTransferLimit
4997,Gamer,Movie,http://www.imdb.com/title/tt1034032/,400 Gold Avenue SW,Gold Avenue SW between 4th and 6th Streets,1200182400000,Gold from 4th to 6th St. ITC on 4th from Central to Silver and 6th from Central to Silver. Closure on Gold from 4th to 6th and 5th from Central to Silver.,-106.651832215508,35.0835442028527,,,,,,,,,,,,,,,,,
4998,Gamer,Movie,http://www.imdb.com/title/tt1034032/,200 Gold Avenue SW,Gold Avenue SW between 2nd and 7th Streets,1200268800000,Gold from 2nd to 7th. Closure on Gold from 2nd to 7th. All cross streets avove 2nd to 7th Central to Silver.,-106.64946612761,35.0832410230502,,,,,,,,,,,,,,,,,
4999,Gamer,Movie,http://www.imdb.com/title/tt1034032/,400 Gold Avenue SW,Gold Avenue SW between 4th and 6th Streets,1200268800000,Gold from 4th to 6th St. ITC on 4th from Central to Silver and 6th from Central to Silver. Closure on Gold from 4th to 6th and 5th from Central to Silver.,-106.651832215508,35.0835442028527,,,,,,,,,,,,,,,,,
5000,Gamer,Movie,http://www.imdb.com/title/tt1034032/,200 Gold Avenue SW,Gold Avenue SW between 2nd and 6th Streets,1200787200000,"Gold from 2nd to 6th. Closure on Gold from 2nd to 6th. Closure on 3rd, 4th, and 5th St.from Central to Silver. ITC on 2nd St. from Central to Silver and 6th St. from Central to Silver.",-106.64946612761,35.0832410230502,,,,,,,,,,,,,,,,,
5001,Gamer,Movie,http://www.imdb.com/title/tt1034032/,200 Gold Avenue SW,Gold Avenue SW between 2nd and 6th Streets,1200873600000,"Gold from 2nd to 6th. Closure on Gold from 2nd to 6th. Closure on 3rd, 4th, and 5th St.from Central to Silver. ITC on 2nd St. from Central to Silver and 6th St. from Central to Silver.",-106.64946612761,35.0832410230502,,,,,,,,,,,,,,,,,
5002,Gamer,Movie,http://www.imdb.com/title/tt1034032/,500 5th Street NW,5th Street NW between Roma Avenue NW and Central Avenue NW,1201219200000,5th from Central to Roma. ITC on 5th from Roma to Fruit. Closure on 5th from Central to Roma. All Cross streets on 5th from Central to Roma and 4th ,-106.651935758921,35.0893348031058,,,,,,,,,,,,,,,,,
5003,Gamer,Movie,http://www.imdb.com/title/tt1034032/,2 Central Avenue SW,Central Avenue SW between 1st Street SW and Broadway Boulevard SE,1201305600000,Central between 1st & Broadway - ITC on Central between 1st St. and Broadway,-106.648099902352,35.0840802615054,,,,,,,,,,,,,,,,,
5004,Gamer,Movie,http://www.imdb.com/title/tt1034032/,500 5th Street NW,5th Street NW between Roma Avenue NW and Central Avenue NW,1201305600000,5th from Central to Roma. ITC on 5th from Roma to Fruit. Closure on 5th from Central to Roma. All Cross streets on 5th from Central to Roma and 4th ,-106.651935758921,35.0893348031058,,,,,,,,,,,,,,,,,
5005,Gamer,Movie,http://www.imdb.com/title/tt1034032/,500 5th Street NW,5th Street NW between Roma Avenue NW and Central Avenue NW,1201392000000,5th from Central to Roma. ITC on 5th from Roma to Fruit. Closure on 5th from Central to Roma. All Cross streets on 5th from Central to Roma and 4th ,-106.651935758921,35.0893348031058,,,,,,,,,,,,,,,,,
5006,Gamer,Movie,http://www.imdb.com/title/tt1034032/,500 5th Street NW,5th Street NW between Roma Avenue NW and Central Avenue NW,1201478400000,5th from Central to Roma. ITC on 5th from Roma to Fruit. Closure on 5th from Central to Roma. All Cross streets on 5th from Central to Roma and 4th ,-106.651935758921,35.0893348031058,,,,,,,,,,,,,,,,,
5007,Goats,Movie,http://www.imdb.com/title/tt1577052/,123 4th Street SW,Amy Biehl High School,1300233600000,Amy Biehl HS - no ITC/ no closures,-106.651681100013,35.0843217598386,,,,,,,,,,,,,,,,,
5008,Goats,Movie,http://www.imdb.com/title/tt1577052/,123 4th Street SW,Amy Biehl High School,1300320000000,Amy Biehl HS - no ITC/ no closures,-106.651681100013,35.0843217598386,,,,,,,,,,,,,,,,,
5009,Goats,Movie,http://www.imdb.com/title/tt1577052/,123 4th Street SW,Amy Biehl High School,1300406400000,Amy Biehl HS - no ITC/ no closures,-106.651681100013,35.0843217598386,,,,,,,,,,,,,,,,,
5010,Goats,Movie,http://www.imdb.com/title/tt1577052/,6400 Wyoming Boulevard NE,Albuquerque Academy,1300492800000,Albuquerque Academy,-106.560366731544,35.1518273977475,,,,,,,,,,,,,,,,,
5011,Goats,Movie,http://www.imdb.com/title/tt1577052/,6400 Wyoming Boulevard NE,Albuquerque Academy,1300579200000,Albuquerque Academy,-106.560366731544,35.1518273977475,,,,,,,,,,,,,,,,,
5012,Goats,Movie,http://www.imdb.com/title/tt1577052/,2513 4th Street NW,Hi Lo Market,1300838400000,2513 4th ST. - HiLoMarket - no ITC/no closures,-106.646684883303,35.1103665204567,,,,,,,,,,,,,,,,,
5013,Goats,Movie,http://www.imdb.com/title/tt1577052/,2525 Tingley Drive SW,Tingley Beach driving scene,1301011200000,"Driving grids - AM - Tingley Beach no ITC/no closures, PM - Nob Hill, no ITC/no closures",-106.679226099349,35.0911798471526,,,,,,,,,,,,,,,,,
5014,Goats,Movie,http://www.imdb.com/title/tt1577052/,2900 Central Avenue SE,Nob Hill driving shot Girard Boulevard SE  heading east on Central Avenue SE,1301011200000,"Driving grids - AM - Tingley Beach no ITC/no closures, PM - Nob Hill, no ITC/no closures",-106.613132774204,35.0810073309896,,,,,,,,,,,,,,,,,
5015,Good Luck Mr Gorski,Movie,http://www.imdb.com/title/tt1895371/,7515 Lomas Boulevard NE,Skidmores Holiday Bowl,1289520000000,Holiday Bowl - no closures/no ITC,-106.563241276673,35.0872650107756,,,,,,,,,,,,,,,,,
5016,Great American Road Trip,TV Series Road Warriors episode,http://www.imdb.com/title/tt1465655/,4401 Alameda Boulevard NE,Anderson Abruzzo Albuquerque Intl Balloon Fiesta Park,1243555200000,Balloon Park - location agreement issued only,-106.598571855101,35.184546038252,,,,,,,,,,,,,,,,,
5017,Great American Road Trip,TV Series Road Warriors episode,http://www.imdb.com/title/tt1465655/,4401 Alameda Boulevard NE,Anderson Abruzzo Albuquerque Intl Balloon Fiesta Park,1243641600000,Balloon Park - location agreement issued only,-106.598571855101,35.184546038252,,,,,,,,,,,,,,,,,
5018,Habitat for Humanity,Commercial,na,1900 Stanford Drive NE,Cutler Avenue NE and Stanford Drive NE intersection,1365724800000,Intersection of Cutler & Stanford Dr NE-ITC on Stanford fr Cutler to Ada NB,-106.620725745515,35.1050819432037,,,,,,,,,,,,,,,,,
5019,halflife digital,Commerical,na,1 Civic Plaza NW,Albuquerque Civic Plaza,1204329600000,Civic Plaza,-106.649799149255,35.0873879689807,,,,,,,,,,,,,,,,,
5020,halflife digital,Commerical,na,100 3rd Street SW,3rd Street SW between Central Avenue SW and Gold Avenue SW,1204329600000,3rd between Central & Gold; ,-106.650384289373,35.0843677703265,,,,,,,,,,,,,,,,,
5021,halflife digital,Commerical,na,100 Gold Avenue SW,Gold Avenue SW between 1st and 2nd Streets,1204329600000,Gold between 1st & 2nd; ,-106.648261646714,35.0830709572343,,,,,,,,,,,,,,,,,
5022,halflife digital,Commerical,na,300 Central Avenue SW,Central Avenue SW between 3rd and 4th Streets SW,1204329600000,Central between 3rd & 4th;,-106.650434574368,35.0843913485689,,,,,,,,,,,,,,,,,
5023,halflife digital,Commerical,na,300 Copper Avenue NW,Copper Avenue NW between 3rd and 4th Streets,1204329600000,Copper between 3rd & 4th; ,-106.650242272914,35.0854005130078,,,,,,,,,,,,,,,,,
5024,halflife digital,PSA on DWI,na,100 Roma Avenue NW,Roma Avenue NW and 1st Street NW intersection,1333929600000,"Intersection of 1st & Roma - Close 1st btwn Lomas and Marquette, Close Roma btwn 2nd & 1st",-106.647196308567,35.0887106587915,,,,,,,,,,,,,,,,,
5025,halflife digital,PSA on bicycle safety,na,1600 Kit Carson Avenue SW,Kit Carson Park,1337385600000,Kit Carson Park - no ITC/no closures,-106.668728324056,35.0828630453605,,,,,,,,,,,,,,,,,
5026,halflife digital,Commercial for Hard Rock Casino,na,2525 Tingley Drive SW,Tingley Beach Street driving scene,1338336000000,Tingley Beach - no ITC/no closures,-106.679226099349,35.0911798471526,,,,,,,,,,,,,,,,,
5027,halflife digital,Commercial for Hard Rock Casino,na,8020 Central Avenue SE,Fair N Square Food Store,1338336000000,Fair N' Square 8020 Central SE- no ITC/no closures,-106.557076411068,35.0745686178763,,,,,,,,,,,,,,,,,
5028,halflife digital,Commerical,na,7100 Tramway Boulevard NE,Elena Gallegos Picnic Area and Domingo Baca and Pino Trails,1345248000000,Domingo Baca/Pino Trail near Elena Gallegos Picnic Area,-106.497182825924,35.1583473211594,,,,,,,,,,,,,,,,,
5029,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,5925 Central NW,Ski-Hi Liquors,1190332800000,null,-106.703823402844,35.0814709467016,,,,,,,,,,,,,,,,,
5030,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,5925 Central NW,Ski-Hi Liquors,1190419200000,null,-106.703823402844,35.0814709467016,,,,,,,,,,,,,,,,,
5031,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,300 Central Avenue SE,Academy Reprographics,1190764800000,null,-106.64458288842,35.083627455625,,,,,,,,,,,,,,,,,
5032,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,300 Central Avenue SE,Academy Reprographics,1190851200000,null,-106.64458288842,35.083627455625,,,,,,,,,,,,,,,,,
5033,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,6401 Fortuna NW,West Mesa High Sschool,1191024000000,null,-106.711448985695,35.0943674554792,,,,,,,,,,,,,,,,,
5034,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,6401 Fortuna NW,West Mesa High Sschool,1191110400000,null,-106.711448985695,35.0943674554792,,,,,,,,,,,,,,,,,
5035,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,6401 Fortuna NW,West Mesa High Sschool,1191196800000,null,-106.711448985695,35.0943674554792,,,,,,,,,,,,,,,,,
5036,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,6401 Fortuna NW,West Mesa High Sschool,1191283200000,null,-106.711448985695,35.0943674554792,,,,,,,,,,,,,,,,,
5037,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,6401 Fortuna NW,West Mesa High Sschool,1191369600000,null,-106.711448985695,35.0943674554792,,,,,,,,,,,,,,,,,
5038,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,6401 Fortuna NW,West Mesa High Sschool,1191628800000,null,-106.711448985695,35.0943674554792,,,,,,,,,,,,,,,,,
5039,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,6401 Fortuna NW,West Mesa High Sschool,1191715200000,null,-106.711448985695,35.0943674554792,,,,,,,,,,,,,,,,,
5040,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,6401 Fortuna NW,West Mesa High Sschool,1191801600000,null,-106.711448985695,35.0943674554792,,,,,,,,,,,,,,,,,
5041,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,6401 Fortuna NW,West Mesa High Sschool,1191888000000,null,-106.711448985695,35.0943674554792,,,,,,,,,,,,,,,,,
5042,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,6401 Fortuna NW,West Mesa High Sschool,1191974400000,null,-106.711448985695,35.0943674554792,,,,,,,,,,,,,,,,,
5043,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,6401 Fortuna NW,West Mesa High Sschool,1192233600000,null,-106.711448985695,35.0943674554792,,,,,,,,,,,,,,,,,
5044,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,6401 Fortuna NW,West Mesa High Sschool,1192320000000,null,-106.711448985695,35.0943674554792,,,,,,,,,,,,,,,,,
5045,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,4595 San Mateo NE,Itz,1192406400000,null,-106.586403422687,35.1348175656606,,,,,,,,,,,,,,,,,
5046,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,1100 2nd Street SW,Barelas Railyards,1192492800000,null,-106.651334814742,35.074486686547,,,,,,,,,,,,,,,,,
5047,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,1100 2nd Street SW,Barelas Railyards,1192579200000,null,-106.651334814742,35.074486686547,,,,,,,,,,,,,,,,,
5048,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,1100 2nd Street SW,Barelas Railyards,1192838400000,null,-106.651334814742,35.074486686547,,,,,,,,,,,,,,,,,
5049,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,1100 2nd Street SW,Barelas Railyards,1192924800000,null,-106.651334814742,35.074486686547,,,,,,,,,,,,,,,,,
5050,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,1100 2nd Street SW,Barelas Railyards,1193011200000,null,-106.651334814742,35.074486686547,,,,,,,,,,,,,,,,,
5051,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,1100 2nd Street SW,Barelas Railyards,1193097600000,null,-106.651334814742,35.074486686547,,,,,,,,,,,,,,,,,
5052,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,1100 2nd Street SW,Barelas Railyards,1193184000000,null,-106.651334814742,35.074486686547,,,,,,,,,,,,,,,,,
5053,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,1100 2nd Street SW,Barelas Railyards,1193443200000,null,-106.651334814742,35.074486686547,,,,,,,,,,,,,,,,,
5054,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,1100 2nd Street SW,Barelas Railyards,1193529600000,null,-106.651334814742,35.074486686547,,,,,,,,,,,,,,,,,
5055,Hamlet 2,Movie,http://www.imdb.com/title/tt1104733/,1100 2nd Street SW,Barelas Railyards,1193616000000,null,-106.651334814742,35.074486686547,,,,,,,,,,,,,,,,,
5056,Hector Balderas,Commercial,na,1600 Kit Carson Avenue SW,Kit Carson Park,1335052800000,Kit Carson Park - no ITC/no closures,-106.668728324056,35.0828630453605,,,,,,,,,,,,,,,,,
5057,Honeylicious,Movie,na,3615 Los Picaros Road SE,Montessa Park,1365897600000,Montessa Park - Open Space (Location Agreement only),-106.598797608918,35.0177938647238,,,,,,,,,,,,,,,,,
5058,Husband for Hire,TV Movie,http://www.imdb.com/title/tt1043904/?ref_=ttrel_rel_tt,313 Gold SW,Burt's Tiki Lounge,1181088000000,null,-106.651301136004,35.0835032347214,,,,,,,,,,,,,,,,,
5059,Husband for Hire,TV Movie,http://www.imdb.com/title/tt1043904/?ref_=ttrel_rel_tt,313 Gold SW,Burt's Tiki Lounge,1181174400000,null,-106.651301136004,35.0835032347214,,,,,,,,,,,,,,,,,
5060,Husband for Hire,TV Movie,http://www.imdb.com/title/tt1043904/?ref_=ttrel_rel_tt,7777 Jefferson Street NE,Albuquerque Publishing Company,1181174400000,null,-106.588821014594,35.1698016146365,,,,,,,,,,,,,,,,,
5061,Husband for Hire,TV Movie,http://www.imdb.com/title/tt1043904/?ref_=ttrel_rel_tt,7401 Paseo del Volcan NW,Double Eagle Airport note that Atrisco Vista was formerly named Paseo Del Volcan,1181520000000,null,-106.792707350565,35.1598399409621,,,,,,,,,,,,,,,,,
5062,Husband for Hire,TV Movie,http://www.imdb.com/title/tt1043904/?ref_=ttrel_rel_tt,7401 Paseo del Volcan NW,Double Eagle Airport note that Atrisco Vista was formerly named Paseo Del Volcan,1181606400000,null,-106.792707350565,35.1598399409621,,,,,,,,,,,,,,,,,
5063,Husband for Hire,TV Movie,http://www.imdb.com/title/tt1043904/?ref_=ttrel_rel_tt,30 Rainbow Rd. NE,Sandia Casino & Resort,1182211200000,null,-106.572655106116,35.2047994497521,,,,,,,,,,,,,,,,,
5064,Husband for Hire,TV Movie,http://www.imdb.com/title/tt1043904/?ref_=ttrel_rel_tt,30 Rainbow Rd. NE,Sandia Casino & Resort,1182297600000,null,-106.572655106116,35.2047994497521,,,,,,,,,,,,,,,,,
5065,Husband for Hire,TV Movie,http://www.imdb.com/title/tt1043904/?ref_=ttrel_rel_tt,30 Rainbow Rd. NE,Sandia Casino & Resort,1182384000000,null,-106.572655106116,35.2047994497521,,,,,,,,,,,,,,,,,
5066,Husband for Hire,TV Movie,http://www.imdb.com/title/tt1043904/?ref_=ttrel_rel_tt,30 Rainbow Rd. NE,Sandia Casino & Resort,1182470400000,null,-106.572655106116,35.2047994497521,,,,,,,,,,,,,,,,,
5067,Husband for Hire,TV Movie,http://www.imdb.com/title/tt1043904/?ref_=ttrel_rel_tt,30 Rainbow Rd. NE,Sandia Casino & Resort,1182556800000,null,-106.572655106116,35.2047994497521,,,,,,,,,,,,,,,,,
5068,Husband for Hire,TV Movie,http://www.imdb.com/title/tt1043904/?ref_=ttrel_rel_tt,30 Rainbow Rd. NE,Sandia Casino & Resort,1182816000000,null,-106.572655106116,35.2047994497521,,,,,,,,,,,,,,,,,
5069,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,3100 Central Avenue SE,Central Avenue SE between Richmond Drive SE and Jackson Street SE Driving shot,1225411200000,Driving Shot Central from Richmond to Jackson St.EB WB/Street Closure on Jackson from Central to Silver NB SB,-106.610765814041,35.0805895804408,,,,,,,,,,,,,,,,,
5070,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,4910 Central Avenue NE,Central Avenue NE,1225411200000,"4910 Central Ave NE/ ITC on Central fr. Manzano to Quincy EB, WB/ Street Closure on Jackson fr. Central to Silver NB, SB",-106.5893551861,35.078070520641,,,,,,,,,,,,,,,,,
5071,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,9500 Louisiana Boulevard NE,Dirt Lot privately owned,1225756800000,Louisiana & Florence  Dirt Lot (private) NW west corner/ NO ITC/No closures,-106.568750488004,35.1945913032749,,,,,,,,,,,,,,,,,
5072,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,415 Tijeras Avenue NW,Bernallio County Courthouse,1225929600000,415 Tijeras Ave NW-No ITC- Closure on Parking Lane and  1 Lane  EB on Tijeras fr 5th to 3rd.& 1 lane NB on 5th fr Tijeras to Roma,-106.652356030337,35.086907957986,,,,,,,,,,,,,,,,,
5073,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,300 Tijeras Avenue NW,Tijeras Avenue NW and 3rd Street NW,1226016000000,"3rd & Tijeras/ ITC on Tijeras fr. 4th and 2nd EB/ ITC on 3rd fr. Marquette and Cooper NB, SB",-106.650033803581,35.0865296385699,,,,,,,,,,,,,,,,,
5074,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,415 Tijeras Avenue NW,Bernallio County Courthouse,1226016000000,415 Tijeras Ave NW-No ITC- Closure on Parking Lane and  1 Lane  EB on Tijeras fr 5th to 3rd.& 1 lane NB on 5th fr Tijeras to Roma,-106.652356030337,35.086907957986,,,,,,,,,,,,,,,,,
5075,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,1601 Avenida Cesar Chavez SE,Isotopes Park,1226275200000,Isotopes Park,-106.630687593994,35.0684804041576,,,,,,,,,,,,,,,,,
5076,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,10000 Candelaria Road NE,Asbury United Methodist Church,1226361600000,10000 Candelaria NE - Methodist Church,-106.530579480665,35.1161587871002,,,,,,,,,,,,,,,,,
5077,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,2300 Wisconsin Street NE,Wisconsin Street NE between Phoenix and Menaul Avenues NE,1226448000000,"Wisconsin/ITC on Wisconsin fr Phoenix to Menaul NB SB, no Closures",-106.552103501148,35.1092668950182,,,,,,,,,,,,,,,,,
5078,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,415 Tijeras Avenue NW,Bernallio County Courthouse,1226880000000,415 Tijeras (Civic Plaza) Lane Shift on 5th from Marquette to Copper EB WB/and on Tijeras fr 6th to 3rd Parking lane plus 1 Traffic lane EB WB,-106.652356030337,35.086907957986,,,,,,,,,,,,,,,,,
5079,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,2525 Tingley Drive SW,Tingley Beach Duck Ponds,1226966400000,Tingley Ponds Biopark- ITC on Tingley Drive from Central to Alcalde NB SB,-106.679226099349,35.0911798471526,,,,,,,,,,,,,,,,,
5080,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,4000 Central Avenue NW,Central Avenue Bridge between Atrisco Drive SW and Tingley Drive SW,1226966400000,Central Ave/ Rio Grande Bridge/ ITC on Central fr Atrisco to Tingley EB WB,-106.68390421004,35.0862965972526,,,,,,,,,,,,,,,,,
5081,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,415 Tijeras Avenue NW,Bernallio County Courthouse,1226966400000,415 Tijeras (Civic Plaza) Lane Shift on 5th from Marquette to Copper EB WB/and on Tijeras fr 6th to 3rd Parking lane plus 1 Traffic lane EB WB,-106.652356030337,35.086907957986,,,,,,,,,,,,,,,,,
5082,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,415 Tijeras Avenue NW,Bernallio County Courthouse,1227052800000,415 Tijeras (Civic Plaza) Lane Shift on 5th from Marquette to Copper EB WB/and on Tijeras fr 6th to 3rd Parking lane plus 1 Traffic lane EB WB,-106.652356030337,35.086907957986,,,,,,,,,,,,,,,,,
5083,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,415 Tijeras Avenue NW,Bernallio County Courthouse,1227139200000,415 Tijeras (Civic Plaza) Lane Shift on 5th from Marquette to Copper EB WB/and on Tijeras fr 6th to 3rd Parking lane plus 1 Traffic lane EB WB,-106.652356030337,35.086907957986,,,,,,,,,,,,,,,,,
5084,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,520 Central Avenue SW,Anasazi Building,1228089600000,6th & Central(Anasazi Building) 1 Northbound Lane Closure on 6th St fr. Gold to Central,-106.653686676021,35.0848082607553,,,,,,,,,,,,,,,,,
5085,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,520 Central Avenue SW,Anasazi Building,1228176000000,"6th & Central(Anasazi Building)ITC on Gold from5th to 7th, on/central from 6th-7th, closure on 6th from Gold to central, on 5th from Central to Gold . ",-106.653686676021,35.0848082607553,,,,,,,,,,,,,,,,,
5086,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,520 Central Avenue SW,Anasazi Building,1228262400000,6th & Central(Anasazi Building) Close NB & SB 6th between Central and Gold,-106.653686676021,35.0848082607553,,,,,,,,,,,,,,,,,
5087,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,520 Central Avenue SW,Anasazi Building,1228348800000,6th & Central(Anasazi Building) Close NB & SB 6th between Central and Gold,-106.653686676021,35.0848082607553,,,,,,,,,,,,,,,,,
5088,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,520 Central Avenue SW,Anasazi Building,1228435200000,6th & Central(Anasazi Building) Close NB & SB 6th between Central and Gold,-106.653686676021,35.0848082607553,,,,,,,,,,,,,,,,,
5089,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,520 Central Avenue SW,Anasazi Building,1228521600000,6th & Central(Anasazi Building) Close NB & SB 6th between Central and Gold,-106.653686676021,35.0848082607553,,,,,,,,,,,,,,,,,
5090,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,520 Central Avenue SW,Anasazi Building,1228608000000,6th & Central(Anasazi Building) Close NB & SB 6th between Central and Gold,-106.653686676021,35.0848082607553,,,,,,,,,,,,,,,,,
5091,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,520 Central Avenue SW,Anasazi Building,1228694400000,6th & Central(Anasazi Building) Close NB & SB 6th between Central and Gold,-106.653686676021,35.0848082607553,,,,,,,,,,,,,,,,,
5092,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,500 Copper Avenue NW,Copper Avenue NW and 5th Street,1228780800000,"5th & Copper-ITC on 5th fr. Central to Copper, NB SB/Street closure on Copper fr. 5th st. to 4th st.EB",-106.652635868124,35.0857016949083,,,,,,,,,,,,,,,,,
5093,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,520 Central Avenue SW,Anasazi Building,1228780800000,6th & Central(Anasazi Building) Close NB & SB 6th between Central and Gold,-106.653686676021,35.0848082607553,,,,,,,,,,,,,,,,,
5094,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,5601 Balloon Fiesta Parkway NE,MIOX Corporation parking lot,1229299200000,5601 Ballon Fiesta Parking- no ITC/ One WB lane closure on Balloon Parkway fr Frontage  to San Mateo.,-106.582037886189,35.1989935328611,,,,,,,,,,,,,,,,,
5095,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,8101 Rainbow Boulevard NW,Tony Hillerman Middle School,1231718400000,"Volcano Vista Middle School 8101 Rainbow Blvd., ITC on Rainbow fr. Rosa Parks to Woodmont, no closures",-106.733720514089,35.1746180205642,,,,,,,,,,,,,,,,,
5096,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,3200 Central Avenue SE,Hiway House Motel,1231804800000,"3200 Central Ave., ITC on Central fr. Bryn Mawr to Wellesley, Closures on Central from Bryn Mawr to Wellesley (eastbound only)",-106.609502838447,35.0804159451732,,,,,,,,,,,,,,,,,
5097,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,3222 Central Avenue SE,Kellys Brew Pub,1231804800000,"Hiway House, Gruet, Kelly's",-106.60864813637,35.0803045062996,,,,,,,,,,,,,,,,,
5098,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,8400 Pan American Freeway NE,Gruet Winery,1231804800000,"Hiway House, Gruet, Kelly's",-106.582300876972,35.17866370948,,,,,,,,,,,,,,,,,
5099,In Plain Sight,TV Series Season 2,http://www.imdb.com/title/tt0935095/episodes?season=2&ref_=tt_eps_sn_2,3100 Central Avenue SE,Central Avenue SE between Richmond Drive NE and Washington Street NE driving shot,1231891200000,Driving Shot on Central from Washington to Richmond ,-106.610765814041,35.0805895804408,,,,,,,,,,,,,,,,,
